t,px,py,pz,vx,vy,vz,ax,ay,az
20.68,8.41887,7.42553,0.998217,0.39443,0.404246,-0.00253559,-0.0377098,0.0178884,-0.0171631
20.69,8.42281,7.42957,0.998191,0.394049,0.40442,-0.00270738,-0.0384414,0.0169996,-0.0171957
20.7,8.42675,7.43361,0.998163,0.393661,0.404586,-0.0028795,-0.039173,0.0161107,-0.0172283
20.71,8.43069,7.43766,0.998133,0.393266,0.404742,-0.00305195,-0.0399046,0.0152218,-0.0172609
20.72,8.43462,7.44171,0.998102,0.392863,0.40489,-0.00322472,-0.0406361,0.0143329,-0.0172934
20.73,8.43854,7.44576,0.998068,0.392453,0.405029,-0.00339782,-0.0413677,0.0134441,-0.017326
20.74,8.44247,7.44981,0.998034,0.392036,0.405159,-0.00357124,-0.0420993,0.0125552,-0.0173586
20.75,8.44638,7.45386,0.997997,0.391611,0.40528,-0.00374499,-0.0428309,0.0116663,-0.0173912
20.76,8.4503,7.45792,0.997959,0.391179,0.405392,-0.00391906,-0.0435625,0.0107774,-0.0174238
20.77,8.45421,7.46197,0.997919,0.39074,0.405496,-0.00409347,-0.044294,0.00988857,-0.0174564
20.78,8.45811,7.46603,0.997877,0.390293,0.40559,-0.00426819,-0.0450256,0.00899969,-0.017489
20.79,8.46201,7.47008,0.997833,0.389839,0.405676,-0.00444324,-0.0457572,0.00811082,-0.0175216
20.8,8.46559,7.4738,0.997792,0.389416,0.405746,-0.00460415,-0.0464284,0.00729525,-0.0175515
20.81,8.46948,7.47786,0.997745,0.38895,0.405827,-0.00477582,-0.0469142,0.00889163,-0.016783
20.82,8.47337,7.48192,0.997696,0.388478,0.405924,-0.00493981,-0.0474001,0.010488,-0.0160145
20.83,8.47725,7.48598,0.997646,0.388002,0.406037,-0.00509611,-0.0478859,0.0120844,-0.015246
20.84,8.48113,7.49004,0.997594,0.38752,0.406166,-0.00524473,-0.0483717,0.0136808,-0.0144775
20.85,8.485,7.4941,0.997541,0.387034,0.406311,-0.00538566,-0.0488575,0.0152771,-0.0137091
20.86,8.48887,7.49817,0.997487,0.386543,0.406471,-0.00551891,-0.0493433,0.0168735,-0.0129406
20.87,8.49273,7.50223,0.997431,0.386047,0.406648,-0.00564447,-0.0498291,0.0184699,-0.0121721
20.88,8.49659,7.5063,0.997374,0.385547,0.406841,-0.00576235,-0.050315,0.0200663,-0.0114036
20.89,8.50044,7.51037,0.997316,0.385041,0.407049,-0.00587255,-0.0508008,0.0216627,-0.0106351
20.9,8.50429,7.51444,0.997256,0.38453,0.407274,-0.00597506,-0.0512866,0.023259,-0.00986665
20.91,8.50813,7.51852,0.997196,0.384015,0.407515,-0.00606988,-0.0517724,0.0248554,-0.00909817
20.92,8.51197,7.52259,0.997135,0.383495,0.407771,-0.00615702,-0.0522582,0.0264518,-0.00832969
20.93,8.5158,7.52667,0.997073,0.38297,0.408044,-0.00623647,-0.052744,0.0280482,-0.0075612
20.94,8.51963,7.53075,0.99701,0.38244,0.408332,-0.00630824,-0.0532299,0.0296446,-0.00679272
20.95,8.52345,7.53484,0.996947,0.381905,0.408636,-0.00637233,-0.0537157,0.0312409,-0.00602424
20.96,8.52727,7.53893,0.996883,0.381366,0.408957,-0.00642873,-0.0542015,0.0328373,-0.00525575
20.97,8.53108,7.54302,0.996818,0.380821,0.409293,-0.00647744,-0.0546873,0.0344337,-0.00448727
20.98,8.53488,7.54711,0.996753,0.380272,0.409646,-0.00651847,-0.0551731,0.0360301,-0.00371879
20.99,8.53868,7.55121,0.996688,0.379718,0.410014,-0.00655182,-0.0556589,0.0376265,-0.00295031
21,8.54248,7.55531,0.996622,0.379159,0.410398,-0.00657748,-0.0561448,0.0392229,-0.00218182
21.01,8.54627,7.55942,0.996557,0.378595,0.410798,-0.00659546,-0.0566306,0.0408192,-0.00141334
21.02,8.55005,7.56353,0.99649,0.378026,0.411214,-0.00660575,-0.0571164,0.0424156,-0.000644857
21.03,8.55383,7.56764,0.996424,0.377453,0.411647,-0.00660835,-0.0576022,0.044012,0.000123626
21.04,8.5576,7.57176,0.996358,0.376874,0.412095,-0.00660327,-0.058088,0.0456084,0.000892109
21.05,8.56136,7.57588,0.996292,0.376291,0.412559,-0.00659051,-0.0585738,0.0472048,0.00166059
21.06,8.56512,7.58001,0.996227,0.375703,0.413039,-0.00657006,-0.0590597,0.0488011,0.00242907
21.07,8.56888,7.58415,0.996161,0.37511,0.413535,-0.00654193,-0.0595455,0.0503975,0.00319756
21.08,8.57263,7.58828,0.996096,0.374512,0.414047,-0.00650611,-0.0600313,0.0519939,0.00396604
21.09,8.57637,7.59243,0.996031,0.373909,0.414575,-0.00646261,-0.0605171,0.0535903,0.00473452
21.1,8.58011,7.59657,0.995967,0.373302,0.415119,-0.00641142,-0.0610029,0.0551867,0.00550301
21.11,8.58383,7.60073,0.995903,0.372689,0.415678,-0.00635255,-0.0614887,0.056783,0.00627149
21.12,8.58756,7.60489,0.99584,0.372072,0.416254,-0.00628599,-0.0619745,0.0583794,0.00703997
21.13,8.59128,7.60905,0.995777,0.37145,0.416846,-0.00621175,-0.0624604,0.0599758,0.00780845
21.14,8.59499,7.61323,0.995715,0.370823,0.417454,-0.00612982,-0.0629462,0.0615722,0.00857694
21.15,8.59869,7.6174,0.995654,0.370191,0.418077,-0.00604021,-0.063432,0.0631686,0.00934542
21.16,8.60239,7.62159,0.995595,0.369554,0.418717,-0.00594291,-0.0639178,0.0647649,0.0101139
21.17,8.60608,7.62578,0.995536,0.368912,0.419373,-0.00583793,-0.0644036,0.0663613,0.0108824
21.18,8.60736,7.62723,0.995515,0.368689,0.419603,-0.00579984,-0.0645716,0.0669133,0.0111481
21.19,8.61104,7.63143,0.995458,0.36804,0.420271,-0.00568577,-0.0652344,0.0666939,0.0116662
21.2,8.61472,7.63563,0.995402,0.367385,0.420937,-0.00556652,-0.0658972,0.0664745,0.0121843
21.21,8.61839,7.63985,0.995347,0.366722,0.421601,-0.00544208,-0.0665601,0.066255,0.0127025
21.22,8.62205,7.64407,0.995293,0.366053,0.422262,-0.00531247,-0.0672229,0.0660356,0.0132206
21.23,8.62571,7.64829,0.995241,0.365378,0.422921,-0.00517767,-0.0678857,0.0658162,0.0137387
21.24,8.62936,7.65252,0.995189,0.364696,0.423578,-0.00503769,-0.0685485,0.0655967,0.0142568
21.25,8.63301,7.65676,0.99514,0.364007,0.424233,-0.00489254,-0.0692113,0.0653773,0.0147749
21.26,8.63664,7.66101,0.995092,0.363311,0.424886,-0.0047422,-0.0698741,0.0651579,0.015293
21.27,8.64027,7.66526,0.995045,0.362609,0.425536,-0.00458668,-0.0705369,0.0649384,0.0158111
21.28,8.64389,7.66952,0.995,0.361901,0.426185,-0.00442597,-0.0711997,0.064719,0.0163292
21.29,8.64751,7.67378,0.994956,0.361185,0.426831,-0.00426009,-0.0718625,0.0644996,0.0168473
21.3,8.65112,7.67806,0.994915,0.360463,0.427475,-0.00408903,-0.0725254,0.0642801,0.0173654
21.31,8.65472,7.68233,0.994875,0.359735,0.428116,-0.00391278,-0.0731882,0.0640607,0.0178835
21.32,8.65831,7.68662,0.994836,0.359,0.428756,-0.00373136,-0.073851,0.0638413,0.0184017
21.33,8.6619,7.69091,0.9948,0.358258,0.429393,-0.00354475,-0.0745138,0.0636218,0.0189198
21.34,8.66548,7.69521,0.994766,0.357509,0.430028,-0.00335296,-0.0751766,0.0634024,0.0194379
21.35,8.66905,7.69951,0.994733,0.356754,0.430661,-0.00315599,-0.0758394,0.063183,0.019956
21.36,8.67261,7.70382,0.994702,0.355993,0.431292,-0.00295384,-0.0765022,0.0629636,0.0204741
21.37,8.67617,7.70814,0.994674,0.355224,0.431921,-0.00274651,-0.077165,0.0627441,0.0209922
21.38,8.67972,7.71246,0.994648,0.354449,0.432547,-0.002534,-0.0778279,0.0625247,0.0215103
21.39,8.68326,7.71679,0.994623,0.353668,0.433171,-0.0023163,-0.0784907,0.0623053,0.0220284
21.4,8.68679,7.72112,0.994601,0.35288,0.433793,-0.00209343,-0.0791535,0.0620858,0.0225465
21.41,8.69032,7.72546,0.994581,0.352085,0.434413,-0.00186537,-0.0798163,0.0618664,0.0230646
21.42,8.69383,7.72981,0.994564,0.351283,0.43503,-0.00163214,-0.0804791,0.061647,0.0235827
21.43,8.69734,7.73416,0.994549,0.350475,0.435646,-0.00139372,-0.0811419,0.0614275,0.0241009
21.44,8.70084,7.73852,0.994536,0.34966,0.436259,-0.00115012,-0.0818047,0.0612081,0.024619
21.45,8.70433,7.74289,0.994526,0.348839,0.43687,-0.00090134,-0.0824675,0.0609887,0.0251371
21.46,8.70782,7.74726,0.994518,0.348011,0.437479,-0.000647379,-0.0831303,0.0607692,0.0256552
21.47,8.71129,7.75164,0.994513,0.347176,0.438085,-0.000388236,-0.0837932,0.0605498,0.0261733
21.48,8.71476,7.75602,0.99451,0.346335,0.43869,-0.000123913,-0.084456,0.0603304,0.0266914
21.49,8.71822,7.76041,0.99451,0.345487,0.439292,0.000145592,-0.0851188,0.0601109,0.0272095
21.5,8.72167,7.76481,0.994513,0.344633,0.439892,0.000420277,-0.0857816,0.0598915,0.0277276
21.51,8.72511,7.76921,0.994519,0.343772,0.44049,0.000700144,-0.0864444,0.0596721,0.0282457
21.52,8.72855,7.77362,0.994527,0.342904,0.441085,0.000985192,-0.0871072,0.0594526,0.0287638
21.53,8.73197,7.77803,0.994539,0.34203,0.441679,0.00127542,-0.08777,0.0592332,0.0292819
21.54,8.73539,7.78245,0.994553,0.341149,0.44227,0.00157083,-0.0884328,0.0590138,0.0298001
21.55,8.73879,7.78688,0.99457,0.340261,0.442859,0.00187142,-0.0890956,0.0587943,0.0303182
21.56,8.74089,7.78961,0.994582,0.33971,0.443222,0.00205958,-0.0895049,0.0586589,0.030638
21.57,8.74429,7.79405,0.994604,0.3388,0.443812,0.00236096,-0.0924006,0.059396,0.0296375
21.58,8.74767,7.79849,0.994629,0.337862,0.44441,0.00265233,-0.0952964,0.0601332,0.028637
21.59,8.75104,7.80293,0.994657,0.336894,0.445015,0.0029337,-0.0981922,0.0608704,0.0276365
21.6,8.75441,7.80739,0.994688,0.335898,0.445627,0.00320506,-0.101088,0.0616075,0.026636
21.61,8.75776,7.81185,0.994721,0.334872,0.446247,0.00346642,-0.103984,0.0623447,0.0256355
21.62,8.7611,7.81631,0.994757,0.333818,0.446874,0.00371777,-0.10688,0.0630818,0.0246349
21.63,8.76444,7.82078,0.994796,0.332735,0.447508,0.00395912,-0.109775,0.063819,0.0236344
21.64,8.76776,7.82526,0.994836,0.331623,0.44815,0.00419046,-0.112671,0.0645562,0.0226339
21.65,8.77107,7.82975,0.994879,0.330481,0.448799,0.0044118,-0.115567,0.0652933,0.0216334
21.66,8.77437,7.83424,0.994925,0.329311,0.449456,0.00462313,-0.118463,0.0660305,0.0206329
21.67,8.77766,7.83874,0.994972,0.328112,0.45012,0.00482446,-0.121358,0.0667677,0.0196324
21.68,8.78093,7.84324,0.995021,0.326884,0.450791,0.00501578,-0.124254,0.0675048,0.0186319
21.69,8.78419,7.84775,0.995072,0.325627,0.45147,0.00519709,-0.12715,0.068242,0.0176314
21.7,8.78744,7.85227,0.995125,0.324341,0.452156,0.00536841,-0.130046,0.0689791,0.0166308
21.71,8.79068,7.8568,0.995179,0.323026,0.45285,0.00552971,-0.132942,0.0697163,0.0156303
21.72,8.7939,7.86133,0.995236,0.321682,0.453551,0.00568101,-0.135837,0.0704535,0.0146298
21.73,8.79711,7.86587,0.995293,0.320309,0.454259,0.00582231,-0.138733,0.0711906,0.0136293
21.74,8.80031,7.87041,0.995352,0.318908,0.454974,0.0059536,-0.141629,0.0719278,0.0126288
21.75,8.80349,7.87497,0.995412,0.317477,0.455697,0.00607488,-0.144525,0.072665,0.0116283
21.76,8.80666,7.87953,0.995473,0.316017,0.456428,0.00618616,-0.14742,0.0734021,0.0106278
21.77,8.80981,7.8841,0.995536,0.314528,0.457165,0.00628744,-0.150316,0.0741393,0.00962726
21.78,8.81295,7.88867,0.995599,0.313011,0.457911,0.00637871,-0.153212,0.0748765,0.00862675
21.79,8.81607,7.89325,0.995663,0.311464,0.458663,0.00645997,-0.156108,0.0756136,0.00762624
21.8,8.81918,7.89784,0.995728,0.309889,0.459423,0.00653123,-0.159004,0.0763508,0.00662572
21.81,8.82227,7.90244,0.995794,0.308284,0.46019,0.00659249,-0.161899,0.0770879,0.00562521
21.82,8.82534,7.90705,0.99586,0.306651,0.460965,0.00664374,-0.164795,0.0778251,0.0046247
21.83,8.8284,7.91166,0.995927,0.304988,0.461746,0.00668498,-0.167691,0.0785623,0.00362419
21.84,8.83144,7.91628,0.995994,0.303297,0.462536,0.00671622,-0.170587,0.0792994,0.00262367
21.85,8.83447,7.92091,0.996061,0.301576,0.463332,0.00673746,-0.173482,0.0800366,0.00162316
21.86,8.83748,7.92555,0.996129,0.299827,0.464137,0.00674869,-0.176378,0.0807738,0.000622649
21.87,8.84047,7.93019,0.996196,0.298049,0.464948,0.00674991,-0.179274,0.0815109,-0.000377864
21.88,8.84344,7.93485,0.996263,0.296242,0.465767,0.00674113,-0.18217,0.0822481,-0.00137838
21.89,8.84639,7.93951,0.996331,0.294405,0.466593,0.00672234,-0.185066,0.0829852,-0.00237889
21.9,8.84932,7.94418,0.996398,0.29254,0.467426,0.00669355,-0.187961,0.0837224,-0.0033794
21.91,8.85224,7.94886,0.996465,0.290646,0.468267,0.00665475,-0.190857,0.0844596,-0.00437991
21.92,8.85514,7.95355,0.996531,0.288723,0.469116,0.00660595,-0.193753,0.0851967,-0.00538043
21.93,8.85802,7.95824,0.996597,0.286771,0.469971,0.00654715,-0.196649,0.0859339,-0.00638094
21.94,8.8605,7.96232,0.996653,0.285053,0.47072,0.00648799,-0.199162,0.0865738,-0.00724944
21.95,8.86334,7.96704,0.996718,0.283079,0.471579,0.00641785,-0.195663,0.0852173,-0.00677813
21.96,8.86616,7.97176,0.996782,0.28114,0.472424,0.00635242,-0.192164,0.0838609,-0.00630682
21.97,8.86896,7.97648,0.996845,0.279236,0.473256,0.00629171,-0.188664,0.0825045,-0.0058355
21.98,8.87174,7.98122,0.996908,0.277367,0.474074,0.00623571,-0.185165,0.081148,-0.00536419
21.99,8.87451,7.98597,0.99697,0.275533,0.474879,0.00618443,-0.181666,0.0797916,-0.00489288
22,8.87725,7.99072,0.997031,0.273733,0.47567,0.00613786,-0.178166,0.0784351,-0.00442157
22.01,8.87998,7.99548,0.997092,0.271969,0.476448,0.006096,-0.174667,0.0770787,-0.00395025
22.02,8.88269,8.00025,0.997153,0.27024,0.477212,0.00605885,-0.171168,0.0757222,-0.00347894
22.03,8.88539,8.00502,0.997214,0.268546,0.477962,0.00602642,-0.167668,0.0743658,-0.00300763
22.04,8.88806,8.00981,0.997274,0.266887,0.478699,0.0059987,-0.164169,0.0730093,-0.00253632
22.05,8.89073,8.0146,0.997334,0.265262,0.479422,0.00597569,-0.16067,0.0716529,-0.00206501
22.06,8.89337,8.01939,0.997393,0.263673,0.480132,0.0059574,-0.15717,0.0702964,-0.00159369
22.07,8.896,8.0242,0.997453,0.262119,0.480828,0.00594382,-0.153671,0.06894,-0.00112238
22.08,8.89861,8.02901,0.997512,0.2606,0.481511,0.00593495,-0.150171,0.0675835,-0.000651069
22.09,8.90121,8.03383,0.997571,0.259116,0.48218,0.0059308,-0.146672,0.0662271,-0.000179757
22.1,8.9038,8.03865,0.997631,0.257666,0.482836,0.00593135,-0.143173,0.0648706,0.000291555
22.11,8.90636,8.04349,0.99769,0.256252,0.483477,0.00593663,-0.139673,0.0635142,0.000762867
22.12,8.90892,8.04832,0.99775,0.254873,0.484106,0.00594661,-0.136174,0.0621577,0.00123418
22.13,8.91146,8.05317,0.997809,0.253529,0.484721,0.00596131,-0.132675,0.0608013,0.00170549
22.14,8.91399,8.05802,0.997869,0.252219,0.485322,0.00598072,-0.129175,0.0594448,0.0021768
22.15,8.91651,8.06287,0.997929,0.250945,0.48591,0.00600485,-0.125676,0.0580884,0.00264812
22.16,8.91901,8.06774,0.997989,0.249706,0.486484,0.00603368,-0.122177,0.056732,0.00311943
22.17,8.9215,8.0726,0.998049,0.248502,0.487044,0.00606723,-0.118677,0.0553755,0.00359074
22.18,8.92398,8.07748,0.99811,0.247332,0.487591,0.0061055,-0.115178,0.0540191,0.00406205
22.19,8.92645,8.08236,0.998171,0.246198,0.488125,0.00614848,-0.111679,0.0526626,0.00453336
22.2,8.9289,8.08724,0.998233,0.245099,0.488644,0.00619617,-0.108179,0.0513062,0.00500468
22.21,8.93135,8.09213,0.998295,0.244035,0.489151,0.00624857,-0.10468,0.0499497,0.00547599
22.22,8.93378,8.09702,0.998358,0.243005,0.489643,0.00630569,-0.101181,0.0485933,0.0059473
22.23,8.93621,8.10192,0.998422,0.242011,0.490123,0.00636752,-0.0976812,0.0472368,0.00641861
22.24,8.93863,8.10683,0.998486,0.241052,0.490588,0.00643406,-0.0941819,0.0458804,0.00688993
22.25,8.94103,8.11173,0.99855,0.240127,0.49104,0.00650531,-0.0906825,0.0445239,0.00736124
22.26,8.94343,8.11665,0.998616,0.239238,0.491479,0.00658128,-0.0871832,0.0431675,0.00783255
22.27,8.94582,8.12156,0.998682,0.238384,0.491904,0.00666197,-0.0836838,0.041811,0.00830386
22.28,8.9482,8.12648,0.998749,0.237564,0.492315,0.00674736,-0.0801844,0.0404546,0.00877517
22.29,8.95057,8.13141,0.998817,0.23678,0.492713,0.00683747,-0.0766851,0.0390981,0.00924649
22.3,8.95293,8.13634,0.998886,0.236031,0.493097,0.00693229,-0.0731857,0.0377417,0.0097178
22.31,8.95529,8.14127,0.998956,0.235316,0.493467,0.00703182,-0.0696864,0.0363852,0.0101891
22.32,8.95764,8.14621,0.999026,0.234637,0.493825,0.00713607,-0.066187,0.0350288,0.0106604
22.33,8.95998,8.15115,0.999098,0.233992,0.494168,0.00724503,-0.0626877,0.0336723,0.0111317
22.34,8.96232,8.15609,0.999171,0.233383,0.494498,0.00735871,-0.0591883,0.0323159,0.011603
22.35,8.96465,8.16104,0.999245,0.232809,0.494814,0.00747709,-0.055689,0.0309595,0.0120744
22.36,8.96697,8.16599,0.999321,0.232269,0.495117,0.00760019,-0.0521896,0.029603,0.0125457
22.37,8.96929,8.17094,0.999397,0.231765,0.495406,0.00772801,-0.0486903,0.0282466,0.013017
22.38,8.97161,8.1759,0.999475,0.231295,0.495682,0.00786053,-0.0451909,0.0268901,0.0134883
22.39,8.97392,8.18085,0.999555,0.230861,0.495944,0.00799777,-0.0416916,0.0255337,0.0139596
22.4,8.97411,8.18126,0.999561,0.230827,0.495965,0.00800917,-0.0414062,0.025423,0.013998
22.41,8.97641,8.18622,0.999642,0.230417,0.496219,0.00814453,-0.0406909,0.0253758,0.0130735
22.42,8.97872,8.19118,0.999724,0.230013,0.496472,0.00827064,-0.0399756,0.0253286,0.0121489
22.43,8.98102,8.19615,0.999807,0.229617,0.496726,0.00838751,-0.0392604,0.0252814,0.0112243
22.44,8.98331,8.20112,0.999892,0.229228,0.496978,0.00849513,-0.0385451,0.0252342,0.0102998
22.45,8.9856,8.20609,0.999977,0.228846,0.49723,0.0085935,-0.0378298,0.025187,0.00937519
22.46,8.98789,8.21106,1.00006,0.228472,0.497482,0.00868263,-0.0371145,0.0251397,0.00845062
22.47,8.99017,8.21604,1.00015,0.228104,0.497733,0.00876252,-0.0363992,0.0250925,0.00752605
22.48,8.99245,8.22102,1.00024,0.227744,0.497984,0.00883315,-0.035684,0.0250453,0.00660148
22.49,8.99472,8.226,1.00033,0.22739,0.498234,0.00889455,-0.0349687,0.0249981,0.00567691
22.5,8.997,8.23098,1.00042,0.227044,0.498484,0.00894669,-0.0342534,0.0249509,0.00475234
22.51,8.99926,8.23597,1.00051,0.226705,0.498733,0.00898959,-0.0335381,0.0249037,0.00382777
22.52,9.00153,8.24096,1.0006,0.226373,0.498982,0.00902325,-0.0328229,0.0248564,0.0029032
22.53,9.00379,8.24595,1.00069,0.226049,0.49923,0.00904766,-0.0321076,0.0248092,0.00197863
22.54,9.00605,8.25094,1.00078,0.225731,0.499478,0.00906282,-0.0313923,0.024762,0.00105406
22.55,9.00831,8.25594,1.00087,0.225421,0.499725,0.00906874,-0.030677,0.0247148,0.000129492
22.56,9.01056,8.26093,1.00096,0.225118,0.499972,0.00906541,-0.0299617,0.0246676,-0.000795078
22.57,9.01281,8.26594,1.00105,0.224822,0.500219,0.00905284,-0.0292465,0.0246204,-0.00171965
22.58,9.01506,8.27094,1.00114,0.224533,0.500465,0.00903102,-0.0285312,0.0245731,-0.00264422
22.59,9.0173,8.27594,1.00123,0.224251,0.50071,0.00899995,-0.0278159,0.0245259,-0.00356879
22.6,9.01954,8.28095,1.00132,0.223977,0.500955,0.00895964,-0.0271006,0.0244787,-0.00449336
22.61,9.02178,8.28596,1.00141,0.223709,0.5012,0.00891009,-0.0263853,0.0244315,-0.00541793
22.62,9.02402,8.29098,1.0015,0.223449,0.501444,0.00885128,-0.0256701,0.0243843,-0.0063425
22.63,9.02625,8.29599,1.00159,0.223196,0.501687,0.00878324,-0.0249548,0.0243371,-0.00726707
22.64,9.02848,8.30101,1.00167,0.22295,0.501931,0.00870594,-0.0242395,0.0242898,-0.00819164
22.65,9.03071,8.30603,1.00176,0.222711,0.502173,0.0086194,-0.0235242,0.0242426,-0.00911621
22.66,9.03293,8.31105,1.00185,0.222479,0.502415,0.00852362,-0.022809,0.0241954,-0.0100408
22.67,9.03516,8.31608,1.00193,0.222255,0.502657,0.00841859,-0.0220937,0.0241482,-0.0109654
22.68,9.03738,8.32111,1.00201,0.222037,0.502898,0.00830431,-0.0213784,0.024101,-0.0118899
22.69,9.0396,8.32614,1.0021,0.221827,0.503139,0.00818079,-0.0206631,0.0240538,-0.0128145
22.7,9.04182,8.33117,1.00218,0.221624,0.503379,0.00804802,-0.0199478,0.0240065,-0.0137391
22.71,9.04403,8.33621,1.00226,0.221428,0.503619,0.00790601,-0.0192326,0.0239593,-0.0146636
22.72,9.04624,8.34124,1.00234,0.221239,0.503859,0.00775475,-0.0185173,0.0239121,-0.0155882
22.73,9.04846,8.34628,1.00241,0.221058,0.504097,0.00759424,-0.017802,0.0238649,-0.0165128
22.74,9.05067,8.35132,1.00249,0.220883,0.504336,0.00742449,-0.0170867,0.0238177,-0.0174373
22.75,9.05287,8.35637,1.00256,0.220716,0.504574,0.0072455,-0.0163714,0.0237705,-0.0183619
22.76,9.05508,8.36142,1.00263,0.220556,0.504811,0.00705726,-0.0156562,0.0237232,-0.0192865
22.77,9.05728,8.36647,1.0027,0.220403,0.505048,0.00685977,-0.0149409,0.023676,-0.0202111
22.78,9.05949,8.37152,1.00277,0.220257,0.505285,0.00665303,-0.0142256,0.0236288,-0.0211356
22.79,9.06169,8.37657,1.00284,0.220118,0.505521,0.00643705,-0.0135103,0.0235816,-0.0220602
22.8,9.06389,8.38163,1.0029,0.219987,0.505756,0.00621183,-0.0127951,0.0235344,-0.0229848
22.81,9.06609,8.38669,1.00296,0.219863,0.505992,0.00597736,-0.0120798,0.0234872,-0.0239093
22.82,9.06829,8.39175,1.00302,0.219745,0.506226,0.00573364,-0.0113645,0.0234399,-0.0248339
22.83,9.07048,8.39681,1.00307,0.219635,0.50646,0.00548068,-0.0106492,0.0233927,-0.0257585
22.84,9.07163,8.39946,1.0031,0.219581,0.506583,0.00534456,-0.0102748,0.023368,-0.0262425
22.85,9.07383,8.40453,1.00315,0.21948,0.506812,0.00508539,-0.00973928,0.0225296,-0.0255927
22.86,9.07602,8.4096,1.0032,0.219386,0.507033,0.00483271,-0.0092038,0.0216912,-0.0249428
22.87,9.07822,8.41467,1.00325,0.219296,0.507246,0.00458653,-0.00866832,0.0208528,-0.024293
22.88,9.08041,8.41974,1.0033,0.219212,0.50745,0.00434685,-0.00813284,0.0200144,-0.0236431
22.89,9.0826,8.42482,1.00334,0.219134,0.507646,0.00411367,-0.00759737,0.019176,-0.0229933
22.9,9.08479,8.4299,1.00338,0.21906,0.507834,0.00388699,-0.00706189,0.0183376,-0.0223434
22.91,9.08698,8.43498,1.00342,0.218992,0.508013,0.0036668,-0.00652641,0.0174992,-0.0216936
22.92,9.08917,8.44006,1.00345,0.21893,0.508184,0.00345311,-0.00599093,0.0166608,-0.0210438
22.93,9.09136,8.44514,1.00349,0.218873,0.508346,0.00324592,-0.00545546,0.0158224,-0.0203939
22.94,9.09355,8.45022,1.00352,0.218821,0.5085,0.00304524,-0.00491998,0.014984,-0.0197441
22.95,9.09574,8.45531,1.00355,0.218774,0.508646,0.00285104,-0.0043845,0.0141456,-0.0190942
22.96,9.09792,8.4604,1.00357,0.218733,0.508783,0.00266335,-0.00384902,0.0133072,-0.0184444
22.97,9.10011,8.46548,1.0036,0.218697,0.508912,0.00248216,-0.00331355,0.0124688,-0.0177945
22.98,9.1023,8.47057,1.00362,0.218667,0.509033,0.00230746,-0.00277807,0.0116304,-0.0171447
22.99,9.10449,8.47567,1.00365,0.218642,0.509145,0.00213926,-0.00224259,0.010792,-0.0164949
23,9.10667,8.48076,1.00367,0.218622,0.509248,0.00197756,-0.00170711,0.00995361,-0.015845
23.01,9.10886,8.48585,1.00369,0.218608,0.509344,0.00182236,-0.00117164,0.00911521,-0.0151952
23.02,9.11104,8.49094,1.0037,0.218599,0.509431,0.00167366,-0.00063616,0.00827681,-0.0145453
23.03,9.11323,8.49604,1.00372,0.218595,0.509509,0.00153146,-0.000100682,0.00743841,-0.0138955
23.04,9.11542,8.50113,1.00373,0.218597,0.50958,0.00139575,0.000434795,0.00660001,-0.0132456
23.05,9.1176,8.50623,1.00375,0.218604,0.509641,0.00126654,0.000970273,0.00576161,-0.0125958
23.06,9.11979,8.51133,1.00376,0.218616,0.509695,0.00114383,0.00150575,0.00492321,-0.0119459
23.07,9.12197,8.51642,1.00377,0.218634,0.50974,0.00102762,0.00204123,0.00408481,-0.0112961
23.08,9.12416,8.52152,1.00378,0.218657,0.509776,0.000917912,0.00257671,0.00324641,-0.0106463
23.09,9.12635,8.52662,1.00379,0.218685,0.509805,0.000814699,0.00311218,0.00240802,-0.00999642
23.1,9.12853,8.53172,1.0038,0.218719,0.509825,0.000717984,0.00364766,0.00156962,-0.00934657
23.11,9.13072,8.53682,1.0038,0.218758,0.509836,0.000627767,0.00418314,0.000731216,-0.00869673
23.12,9.13291,8.54191,1.00381,0.218803,0.509839,0.000544049,0.00471861,-0.000107183,-0.00804689
23.13,9.1351,8.54701,1.00381,0.218853,0.509834,0.000466829,0.00525409,-0.000945583,-0.00739704
23.14,9.13729,8.55211,1.00382,0.218908,0.50982,0.000396108,0.00578957,-0.00178398,-0.0067472
23.15,9.13948,8.55721,1.00382,0.218968,0.509798,0.000331885,0.00632505,-0.00262238,-0.00609735
23.16,9.14167,8.56231,1.00382,0.219034,0.509768,0.000274161,0.00686052,-0.00346078,-0.00544751
23.17,9.14386,8.5674,1.00383,0.219106,0.509729,0.000222935,0.007396,-0.00429918,-0.00479767
23.18,9.14605,8.5725,1.00383,0.219182,0.509682,0.000178208,0.00793148,-0.00513758,-0.00414782
23.19,9.14824,8.5776,1.00383,0.219264,0.509626,0.000139979,0.00846696,-0.00597598,-0.00349798
23.2,9.15043,8.58269,1.00383,0.219351,0.509562,0.000108248,0.00900243,-0.00681438,-0.00284814
23.21,9.15263,8.58779,1.00383,0.219444,0.50949,8.3016e-05,0.00953791,-0.00765278,-0.00219829
23.22,9.15482,8.59288,1.00383,0.219542,0.509409,6.42823e-05,0.0100734,-0.00849118,-0.00154845
23.23,9.15702,8.59798,1.00383,0.219646,0.50932,5.2047e-05,0.0106089,-0.00932958,-0.000898606
23.24,9.15922,8.60307,1.00383,0.219754,0.509223,4.63102e-05,0.0111443,-0.010168,-0.000248763
